arousal_output_accuracy,arousal_output_loss,continuous_output_loss,dominance_output_accuracy,dominance_output_loss,loss,val_arousal_output_accuracy,val_arousal_output_loss,val_continuous_output_loss,val_dominance_output_accuracy,val_dominance_output_loss,val_loss
0.6359722018241882,0.9787227511405945,23.060094833374023,0.6933333277702332,0.7969822883605957,24.83580207824707,0.7477777600288391,0.6182824969291687,17.968326568603516,0.7961111068725586,0.4774656593799591,18.94093894958496
0.8108333349227905,0.4993594288825989,15.714202880859375,0.8475000262260437,0.3782278001308441,16.591785430908203,0.8544444441795349,0.4066520631313324,14.3389310836792,0.8777777552604675,0.32472899556159973,14.990906715393066
0.8816666603088379,0.3478373885154724,12.978035926818848,0.9069444537162781,0.26560208201408386,13.591482162475586,0.9161111116409302,0.29541558027267456,12.386797904968262,0.9155555367469788,0.24355262517929077,12.849654197692871
0.9273611307144165,0.2627292275428772,11.266121864318848,0.9354166388511658,0.20564036071300507,11.73449420928955,0.9338889122009277,0.25093039870262146,10.9812650680542,0.9433333277702332,0.1919141709804535,11.369275093078613
0.9476388692855835,0.20903773605823517,10.011594772338867,0.9549999833106995,0.1668311506509781,10.387455940246582,0.9577777981758118,0.19190773367881775,10.212003707885742,0.9622222185134888,0.1612258106470108,10.527955055236816
0.960694432258606,0.17355456948280334,9.091951370239258,0.9661111235618591,0.13867135345935822,9.404178619384766,0.9655555486679077,0.16952729225158691,9.175775527954102,0.9655555486679077,0.14150506258010864,9.45707893371582
0.9715277552604675,0.14588309824466705,8.316253662109375,0.9733333587646484,0.11727888137102127,8.579416275024414,0.9733333587646484,0.14706000685691833,8.519165992736816,0.972777783870697,0.12615111470222473,8.770970344543457
0.9783333539962769,0.12358953803777695,7.710634708404541,0.9802777767181396,0.10221460461616516,7.936441898345947,0.976111114025116,0.13082851469516754,7.97279167175293,0.9733333587646484,0.11415450274944305,8.206571578979492
0.9811111092567444,0.10746526718139648,7.208585739135742,0.9829166531562805,0.08954466879367828,7.405596733093262,0.9855555295944214,0.1125817745923996,7.564683437347412,0.9816666841506958,0.09876730293035507,7.773859024047852
0.9851388931274414,0.0947439968585968,6.773673057556152,0.9855555295944214,0.08014538884162903,6.948561668395996,0.9866666793823242,0.10238812863826752,7.161466598510742,0.980555534362793,0.09308512508869171,7.353826999664307
0.9869444370269775,0.08471789211034775,6.405173301696777,0.9879166483879089,0.07057459652423859,6.560471057891846,0.9883333444595337,0.09308551996946335,6.864503383636475,0.9861111044883728,0.0845668688416481,7.042220592498779
0.9893055558204651,0.07455389946699142,6.1026225090026855,0.9888888597488403,0.06441423296928406,6.241591930389404,0.9866666793823242,0.08941332250833511,6.645186424255371,0.9866666793823242,0.07848426699638367,6.812518119812012
0.9902777671813965,0.06705068051815033,5.821329593658447,0.9911110997200012,0.057547856122255325,5.945930480957031,0.9916666746139526,0.07815700024366379,6.303429126739502,0.9866666793823242,0.07507500052452087,6.465018272399902
0.9909722208976746,0.06138385832309723,5.574270725250244,0.992222249507904,0.051555193960666656,5.68721342086792,0.9905555844306946,0.07331626117229462,6.111340045928955,0.9877777695655823,0.0699138194322586,6.260959625244141
0.9929166436195374,0.054751910269260406,5.339893341064453,0.9934722185134888,0.04760946333408356,5.442254543304443,0.9927777647972107,0.06748202443122864,5.967642784118652,0.9894444346427917,0.0644511803984642,6.108208179473877
0.9944444298744202,0.04962395504117012,5.166816711425781,0.9948611259460449,0.04304717853665352,5.259488582611084,0.9944444298744202,0.06224164366722107,5.7354207038879395,0.9872221946716309,0.06486143916845322,5.875761032104492
0.9952777624130249,0.044648390263319016,4.979891300201416,0.995555579662323,0.039708759635686874,5.064248561859131,0.9933333396911621,0.05960450693964958,5.598974227905273,0.9888888597488403,0.05971559137105942,5.731503009796143
0.996666669845581,0.0407298244535923,4.8178391456604,0.997083306312561,0.03600496053695679,4.894574165344238,0.9933333396911621,0.05742965638637543,5.4230055809021,0.9900000095367432,0.058479271829128265,5.553352355957031
0.9962499737739563,0.037549491971731186,4.681775093078613,0.9965277910232544,0.03379002958536148,4.753115653991699,0.9938889145851135,0.055036239326000214,5.300567150115967,0.9877777695655823,0.05816405266523361,5.427870750427246
