categorical_output_loss,categorical_output_precision,categorical_output_recall,continuous_output_loss,continuous_output_mae,loss,val_categorical_output_loss,val_categorical_output_precision,val_categorical_output_recall,val_continuous_output_loss,val_continuous_output_mae,val_loss
-352.9501647949219,0.9629861116409302,1.0,15.288378715515137,3.0252768993377686,-337.661865234375,-422.43408203125,0.9680555462837219,1.0,12.112263679504395,2.6382548809051514,-409.6995544433594
-488.8221740722656,0.9629861116409302,1.0,10.652931213378906,2.4708173274993896,-478.169189453125,-557.83154296875,0.9680555462837219,1.0,10.275520324707031,2.4283483028411865,-546.7369995117188
-623.9412231445312,0.9629861116409302,1.0,9.242724418640137,2.2811038494110107,-614.6985473632812,-693.3431396484375,0.9680555462837219,1.0,9.084826469421387,2.2483487129211426,-683.2528076171875
-759.0628662109375,0.9629861116409302,1.0,8.277331352233887,2.142876148223877,-750.7857666015625,-828.9695434570312,0.9680555462837219,1.0,8.383455276489258,2.1607086658477783,-819.3951416015625
