accuracy,loss,val_accuracy,val_loss
0.8531944155693054,0.45100000500679016,0.8938888907432556,0.26073211431503296
0.9255555272102356,0.19622312486171722,0.9194444417953491,0.19256065785884857
0.9502778053283691,0.13359498977661133,0.9538888931274414,0.13227196037769318
0.9640277624130249,0.10220478475093842,0.9666666388511658,0.10939987748861313
0.9725000262260437,0.08156132698059082,0.9688888788223267,0.0993618443608284
0.976805567741394,0.0681886225938797,0.9755555391311646,0.08505303412675858
0.9811111092567444,0.05850207433104515,0.9777777791023254,0.07800567895174026
0.9848611354827881,0.050808098167181015,0.980555534362793,0.0751461461186409
0.9877777695655823,0.04471641778945923,0.9811111092567444,0.07333425432443619
0.9900000095367432,0.04028071090579033,0.9844444394111633,0.06708590686321259
0.9913889169692993,0.03581783175468445,0.9800000190734863,0.06714178621768951
0.991944432258606,0.03267272934317589,0.9827777743339539,0.0638478547334671
0.9937499761581421,0.030209310352802277,0.9866666793823242,0.0568532831966877
0.9950000047683716,0.02684316597878933,0.9844444394111633,0.05690497159957886
0.9948611259460449,0.025224482640624046,0.9894444346427917,0.052532777190208435
0.9968055486679077,0.022566886618733406,0.9888888597488403,0.05193591117858887
0.9961110949516296,0.021413221955299377,0.9877777695655823,0.05210163816809654
0.9973611235618591,0.018983284011483192,0.9905555844306946,0.04848439246416092
0.9976388812065125,0.018181122839450836,0.9894444346427917,0.04902216047048569
0.9980555772781372,0.016626067459583282,0.9911110997200012,0.04603709280490875
0.9983333349227905,0.015920834615826607,0.9916666746139526,0.04452648013830185
0.9984722137451172,0.015185154043138027,0.9911110997200012,0.043827351182699203
0.9986110925674438,0.014130750671029091,0.9900000095367432,0.04393912851810455
0.9988889098167419,0.012924480251967907,0.9888888597488403,0.04595512896776199
0.9987499713897705,0.012559850700199604,0.992222249507904,0.04045051708817482
0.9990277886390686,0.011485639959573746,0.9916666746139526,0.0392935611307621
0.9994444251060486,0.01111698430031538,0.9927777647972107,0.03894032537937164
0.9991666674613953,0.010589523240923882,0.9916666746139526,0.038180023431777954
0.9991666674613953,0.009842488914728165,0.992222249507904,0.03670179098844528
0.9991666674613953,0.009275225922465324,0.9927777647972107,0.036189958453178406
0.9994444251060486,0.008626502007246017,0.9911110997200012,0.03551938384771347
0.9995833039283752,0.008308568969368935,0.9927777647972107,0.036512017250061035
0.9994444251060486,0.00798125471919775,0.992222249507904,0.03388142213225365
0.9997222423553467,0.0072604077868163586,0.9916666746139526,0.034298039972782135
0.9997222423553467,0.006900230888277292,0.9927777647972107,0.03997483476996422
0.9998611211776733,0.006813902873545885,0.992222249507904,0.03444383665919304
