arousal_output_accuracy,arousal_output_loss,continuous_output_loss,dominance_output_accuracy,dominance_output_loss,loss,val_arousal_output_accuracy,val_arousal_output_loss,val_continuous_output_loss,val_dominance_output_accuracy,val_dominance_output_loss,val_loss
0.9440277814865112,0.17127342522144318,10.82982349395752,0.9351388812065125,0.16563647985458374,11.174381256103516,0.9494444727897644,0.16508305072784424,10.73886489868164,0.9233333468437195,0.1766379177570343,10.999547958374023
0.9576388597488403,0.13567054271697998,10.062044143676758,0.9486111402511597,0.1363765001296997,10.319658279418945,0.9472222328186035,0.14362619817256927,10.05882740020752,0.9361110925674438,0.15600553154945374,10.30013656616211
0.9655555486679077,0.11359245330095291,9.436463356018066,0.9583333134651184,0.11463432759046555,9.672972679138184,0.9599999785423279,0.11792230606079102,9.497367858886719,0.949999988079071,0.12982794642448425,9.703564643859863
0.9737499952316284,0.09450306743383408,8.918478965759277,0.9661111235618591,0.09745605289936066,9.104954719543457,0.9672222137451172,0.1031651571393013,9.106414794921875,0.9549999833106995,0.1170039251446724,9.271982192993164
0.976805567741394,0.08188359439373016,8.464337348937988,0.9702777862548828,0.08708367496728897,8.623276710510254,0.972777783870697,0.08893527835607529,8.684094429016113,0.9622222185134888,0.10556178539991379,8.847495079040527
0.9813888669013977,0.07111028581857681,8.064570426940918,0.9773610830307007,0.07758332043886185,8.223901748657227,0.977222204208374,0.08171112090349197,8.292200088500977,0.9633333086967468,0.10565207153558731,8.46261215209961
0.9825000166893005,0.06295188516378403,7.7215375900268555,0.9775000214576721,0.06981617957353592,7.860466480255127,0.9766666889190674,0.07230330258607864,8.018768310546875,0.9644444584846497,0.08994102478027344,8.167098999023438
0.9858333468437195,0.055577196180820465,7.402108192443848,0.9798611402511597,0.06332903355360031,7.52700662612915,0.9788888692855835,0.07100369781255722,7.770467758178711,0.9705555438995361,0.08568574488162994,7.910295009613037
0.9883333444595337,0.04950723797082901,7.1311564445495605,0.9836111068725586,0.05613987520337105,7.2434210777282715,0.9816666841506958,0.06008276343345642,7.4757184982299805,0.9711111187934875,0.07975991070270538,7.603926181793213
0.9897222518920898,0.044462550431489944,6.903979301452637,0.9843055605888367,0.05183196812868118,7.005484104156494,0.9833333492279053,0.05740606412291527,7.2468156814575195,0.972777783870697,0.07387525588274002,7.374298095703125
0.9912499785423279,0.03891952335834503,6.65166711807251,0.9873611330986023,0.0472513772547245,6.74120569229126,0.9838888645172119,0.053007688373327255,7.090057849884033,0.9711111187934875,0.07329452782869339,7.215181350708008
