accuracy,loss,val_accuracy,val_loss
0.7119444608688354,1.1505855321884155,0.8127777576446533,0.5618014335632324
0.847777783870697,0.427321195602417,0.8605555295944214,0.37842267751693726
0.8869444727897644,0.28909173607826233,0.8994444608688354,0.26219093799591064
0.9202777743339539,0.2097586691379547,0.9288889169692993,0.2184971123933792
0.9386110901832581,0.16792777180671692,0.9366666674613953,0.1828499138355255
0.9497222304344177,0.14074066281318665,0.949999988079071,0.16160260140895844
0.9604166746139526,0.1178322285413742,0.9555555582046509,0.1451970636844635
0.9677777886390686,0.10150350630283356,0.9516666531562805,0.13633844256401062
0.9740277528762817,0.08931286633014679,0.9655555486679077,0.11907956749200821
0.9762499928474426,0.08090845495462418,0.9649999737739563,0.10818058997392654
0.9802777767181396,0.07175381481647491,0.9694444537162781,0.09934666752815247
0.98458331823349,0.06301388889551163,0.9705555438995361,0.10116919875144958
0.9866666793823242,0.056393660604953766,0.9738888740539551,0.09092292934656143
0.9883333444595337,0.051259998232126236,0.9755555391311646,0.08668284118175507
0.9911110997200012,0.04563478007912636,0.9794444441795349,0.07655702531337738
0.9911110997200012,0.04231256991624832,0.9800000190734863,0.07520055770874023
0.9918055534362793,0.03836926445364952,0.9822221994400024,0.06977435201406479
0.9933333396911621,0.0349290706217289,0.9816666841506958,0.06644786894321442
0.9948611259460449,0.03157452866435051,0.9838888645172119,0.06231780722737312
0.9954166412353516,0.028734762221574783,0.9850000143051147,0.06098032370209694
0.9948611259460449,0.026950689032673836,0.9844444394111633,0.05833785608410835
0.9956944584846497,0.024677660316228867,0.9850000143051147,0.054619476199150085
0.9969444274902344,0.021982470527291298,0.9861111044883728,0.052704159170389175
0.9977777600288391,0.02050955966114998,0.9866666793823242,0.05268782749772072
0.9976388812065125,0.019061949104070663,0.9833333492279053,0.056644320487976074
0.9981944561004639,0.017377236858010292,0.9866666793823242,0.04833923280239105
0.9988889098167419,0.015875980257987976,0.9861111044883728,0.04748166352510452
