accuracy,loss,val_accuracy,val_loss
0.7240277528762817,1.052430272102356,0.820555567741394,0.5413082838058472
0.8602777719497681,0.4000297486782074,0.8866666555404663,0.334210067987442
0.9024999737739563,0.27881044149398804,0.9066666960716248,0.2647530436515808
0.9243055582046509,0.21871459484100342,0.9211111068725586,0.23131239414215088
0.941527783870697,0.1745213121175766,0.9322222471237183,0.19439727067947388
0.9506944417953491,0.15070387721061707,0.9411110877990723,0.17047341167926788
0.9584722518920898,0.12555572390556335,0.9438889026641846,0.15313999354839325
0.964722216129303,0.11052234470844269,0.9516666531562805,0.15689297020435333
0.9684722423553467,0.09725570678710938,0.9538888931274414,0.13822202384471893
0.9743055701255798,0.08478483557701111,0.9588888883590698,0.11328326165676117
0.9762499928474426,0.07709579169750214,0.9649999737739563,0.10276070982217789
0.9802777767181396,0.06844574213027954,0.9644444584846497,0.09756630659103394
0.9823611378669739,0.06162600591778755,0.9700000286102295,0.09098582714796066
0.9852777719497681,0.054597534239292145,0.9738888740539551,0.08270221203565598
0.9866666793823242,0.04926236346364021,0.9705555438995361,0.08359184116125107
0.9891666769981384,0.04569152742624283,0.9711111187934875,0.08662153780460358
0.9904166460037231,0.04133370891213417,0.9744444489479065,0.0728197991847992
0.9913889169692993,0.03828279301524162,0.9755555391311646,0.06986355781555176
0.9923611283302307,0.03474148362874985,0.9783333539962769,0.06549686193466187
0.9920833110809326,0.03168248012661934,0.9783333539962769,0.061192236840724945
0.9936110973358154,0.029014239087700844,0.9794444441795349,0.05711240693926811
0.9931944608688354,0.027728307992219925,0.9783333539962769,0.05609391629695892
0.995555579662323,0.024627162143588066,0.980555534362793,0.05950598046183586
0.9968055486679077,0.022595349699258804,0.9811111092567444,0.05240364372730255
0.9968055486679077,0.021097764372825623,0.9816666841506958,0.05254072695970535
0.997083306312561,0.019276360049843788,0.9833333492279053,0.049151092767715454
0.996666669845581,0.018677346408367157,0.9844444394111633,0.049011364579200745
0.9984722137451172,0.01604577526450157,0.9861111044883728,0.04668175429105759
0.9987499713897705,0.015151839703321457,0.9850000143051147,0.044351886957883835
0.9987499713897705,0.014472671784460545,0.9850000143051147,0.04360189661383629
0.9990277886390686,0.013209202326834202,0.9866666793823242,0.04084669426083565
0.9990277886390686,0.012216980569064617,0.9866666793823242,0.04279033839702606
0.9993055462837219,0.011353434063494205,0.9861111044883728,0.038943734019994736
0.9995833039283752,0.01045701652765274,0.9872221946716309,0.039868783205747604
0.9995833039283752,0.010152106173336506,0.9866666793823242,0.03934617340564728
0.9998611211776733,0.008676511235535145,0.9850000143051147,0.039609476923942566
0.9997222423553467,0.00838340725749731,0.9866666793823242,0.03700815886259079
