accuracy,loss,val_accuracy,val_loss
0.7244444489479065,1.1726267337799072,0.772777795791626,0.7607437372207642
0.8025000095367432,0.6446090936660767,0.8183333277702332,0.5756490230560303
0.8349999785423279,0.4861893951892853,0.846666693687439,0.43927201628685
0.8620833158493042,0.3920053541660309,0.8588888645172119,0.3931352496147156
0.8795833587646484,0.3330571949481964,0.8838889002799988,0.34419265389442444
0.8938888907432556,0.288772314786911,0.8899999856948853,0.30064210295677185
0.9075000286102295,0.25533774495124817,0.9061111211776733,0.27014169096946716
0.9137499928474426,0.22878506779670715,0.9111111164093018,0.251801997423172
0.9247221946716309,0.20794595777988434,0.9133333563804626,0.23986782133579254
0.9319444298744202,0.18779414892196655,0.9238888621330261,0.21678407490253448
0.9361110925674438,0.1733337789773941,0.9205555319786072,0.21537205576896667
0.9399999976158142,0.16008560359477997,0.9283333420753479,0.195388525724411
0.9480555653572083,0.1469241827726364,0.9338889122009277,0.18179333209991455
0.9487500190734863,0.13759425282478333,0.9383333325386047,0.17188039422035217
0.95333331823349,0.12836676836013794,0.9405555725097656,0.16924002766609192
0.9584722518920898,0.11877015233039856,0.9438889026641846,0.15245072543621063
0.9588888883590698,0.11260344088077545,0.945555567741394,0.14635226130485535
0.9626389145851135,0.102718785405159,0.9399999976158142,0.15843456983566284
0.9662500023841858,0.09541141241788864,0.945555567741394,0.15203264355659485
0.9663888812065125,0.09272962063550949,0.9516666531562805,0.13164006173610687
0.9706944227218628,0.08568663895130157,0.9483333230018616,0.1343865543603897
0.9726389050483704,0.0796651542186737,0.9549999833106995,0.12201790511608124
0.9747222065925598,0.07388415932655334,0.9544444680213928,0.11742031574249268
0.9754166603088379,0.07052204012870789,0.9544444680213928,0.11479247361421585
0.9775000214576721,0.06606338918209076,0.9583333134651184,0.11159035563468933
0.9798611402511597,0.06262562423944473,0.9622222185134888,0.10440044850111008
0.9804166555404663,0.05978710949420929,0.9605555534362793,0.10388010740280151
0.9830555319786072,0.05551649257540703,0.9627777934074402,0.10256858170032501
0.981249988079071,0.05350034683942795,0.9588888883590698,0.10614550858736038
0.9827777743339539,0.0529022179543972,0.9649999737739563,0.09767132252454758
0.9858333468437195,0.04723513126373291,0.9672222137451172,0.09341233223676682
0.9861111044883728,0.04693697765469551,0.9672222137451172,0.09221547096967697
0.9870833158493042,0.04320701211690903,0.9666666388511658,0.09354238957166672
0.987500011920929,0.0418904572725296,0.9672222137451172,0.08892309665679932
0.9902777671813965,0.038679927587509155,0.9661111235618591,0.09044451266527176
0.9908333420753479,0.037900280207395554,0.9605555534362793,0.09952867776155472
0.9909722208976746,0.03559961915016174,0.9666666388511658,0.08785267919301987
0.992222249507904,0.034291937947273254,0.9672222137451172,0.08414749056100845
0.9923611283302307,0.03206399828195572,0.9633333086967468,0.0891852155327797
0.9923611283302307,0.03097614087164402,0.9666666388511658,0.08594445884227753
0.9931944608688354,0.029927849769592285,0.971666693687439,0.07761742174625397
0.9947222471237183,0.028709139674901962,0.9683333039283752,0.07826759666204453
0.9947222471237183,0.0268397219479084,0.9649999737739563,0.08441988378763199
0.9948611259460449,0.02567342296242714,0.9700000286102295,0.0758906751871109
0.9961110949516296,0.024448920041322708,0.9683333039283752,0.07923255115747452
0.995555579662323,0.02410336770117283,0.972777783870697,0.07462134957313538
0.9954166412353516,0.02316673845052719,0.9705555438995361,0.07252109050750732
0.9962499737739563,0.022669419646263123,0.9705555438995361,0.07150952517986298
0.9965277910232544,0.022032849490642548,0.971666693687439,0.07407766580581665
0.9963889122009277,0.020311642438173294,0.9694444537162781,0.07448796927928925
